title,genres,id,keywords,original_language,popularity,release_date,revenue,runtime,vote_average,cast,budget
Transcendence,Thriller Science Fiction Drama Mystery,157353,artificial intelligence technology nanotechnology computer virus super computer,en,58.991388,16-04-2014,103039258,119,5.9,Johnny Depp Paul Bettany Rebecca Hall Kate Mara Morgan Freeman,100000000
Jurassic Park III,Adventure Action Thriller Science Fiction,331,exotic island dna paleontology tyrannosaurus rex velociraptor,en,1.859364,18-07-2001,368780809,92,5.7,Sam Neill William H. Macy T\u00e9a Leoni Trevor Morgan Alessandro Nivola,93000000
Rise of the Planet of the Apes,Thriller Action Drama Science Fiction,61791,intelligence zoo cage dystopia golden gate bridge,en,138.433168,03-08-2011,482860185,105,7,James Franco Freida Pinto John Lithgow Brian Cox Tom Felton,93000000
The Spiderwick Chronicles,Adventure Family Fantasy,8204,brother sister relationship family relationships single mother alternate reality mother child relationship,en,21.436682,14-02-2008,162839667,95,6.3,Freddie Highmore Mary-Louise Parker Nick Nolte Sarah Bolger Andrew McCarthy,90000000
A Good Day to Die Hard,Action Thriller,47964,bomb cia russia escape courthouse,en,65.402595,06-02-2013,304654182,98,5.2,Bruce Willis Jai Courtney Sebastian Koch Mary Elizabeth Winstead \u042e\u043b\u0438\u044f \u0421\u043d\u0438\u0433\u0438\u0440\u044c,92000000
The Alamo,Western History War,10733,texas officer uprising alamo mexican,en,10.660441,07-04-2004,25819961,137,5.8,Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarr\u00eda,145000000
The Incredibles,Action Adventure Animation Family,9806,secret identity secret hero island wretch,en,77.817571,05-11-2004,631442092,115,7.4,Craig T. Nelson Holly Hunter Samuel L. Jackson Jason Lee Dominique Louis,92000000
Cutthroat Island,Action Adventure,1408,exotic island treasure map ship scalp,en,7.029308,22-12-1995,10017322,119,5.7,Geena Davis Matthew Modine Frank Langella Maury Chaykin Patrick Malahide,98000000
Percy Jackson & the Olympians: The Lightning Thief,Adventure Fantasy Family,32657,monster greek mythology god poseidon \u00a0 lightning bolt,en,61.121717,01-02-2010,226497209,118,6,Logan Lerman Brandon T. Jackson Alexandra Daddario Jake Abel Sean Bean,95000000
Men in Black,Action Adventure Comedy Science Fiction,607,secret identity sun glasses undercover space marine illegal immigration,en,104.121555,02-07-1997,589390539,98,6.9,Tommy Lee Jones Will Smith Linda Fiorentino Vincent D'Onofrio Rip Torn,90000000
Toy Story 2,Animation Comedy Family,863,museum prosecution identity crisis airplane flea market,en,73.575118,30-10-1999,497366869,92,7.3,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer Don Rickles,90000000
Unstoppable,Action Thriller,44048,runaway train,en,37.698465,04-11-2010,167805466,98,6.3,Denzel Washington Chris Pine Rosario Dawson Ethan Suplee Kevin Corrigan,100000000
Rush Hour 2,Action Comedy Crime Thriller,5175,duringcreditsstinger,en,35.814765,03-08-2001,347325802,90,6.4,"Chris Tucker Jackie Chan Zhang Ziyi Roselyn S\u00e1nchez Ernie Reyes, Jr.",90000000
What Lies Beneath,Drama Horror Mystery Thriller,2655,secret haunted house ouija board haunting missing girl,en,15.835672,21-07-2000,155464351,130,6.3,Harrison Ford Michelle Pfeiffer Diana Scarwid James Remar Miranda Otto,100000000
Cloudy with a Chance of Meatballs,Animation Comedy Family,22794,weather food science,en,46.781182,17-09-2009,242988466,90,6.5,Bill Hader Anna Faris James Caan Mr. T Benjamin Bratt,100000000
Ice Age: Dawn of the Dinosaurs,Animation Comedy Family Adventure,8355,ice age bridge insanity jungle dinosaur,en,69.457898,29-06-2009,886686817,94,6.5,Ray Romano John Leguizamo Denis Leary Queen Latifah Simon Pegg,90000000
The Secret Life of Walter Mitty,Adventure Comedy Drama Fantasy,116745,himalaya photographer magazine iceland daydream,en,43.348022,18-12-2013,188133322,114,7,Ben Stiller Kristen Wiig Patton Oswalt Shirley MacLaine Adam Scott,90000000
Charlie's Angels,Action Adventure Comedy Crime Thriller,4327,martial arts female friendship millionaire agent,en,40.20395,02-11-2000,264105545,98,5.6,Cameron Diaz Lucy Liu Drew Barrymore Bill Murray John Forsythe,92000000
The Departed,Drama Thriller Crime,1422,undercover boston police friends mafia,en,63.429157,05-10-2006,289847354,151,7.9,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg Martin Sheen,90000000
Mulan,Animation Family Adventure,10674,homeland musical training daughter cricket,en,67.427755,18-06-1998,304320254,88,7.6,Eddie Murphy Jackie Chan Ming-Na Wen Lea Salonga June Foray,90000000
Tropic Thunder,Action Comedy,7446,film making satire jungle movie star southeast asia,en,43.192048,09-08-2008,188072649,107,6.5,Ben Stiller Jack Black Robert Downey Jr. Nick Nolte Steve Coogan,92000000
The Girl with the Dragon Tattoo,Thriller Crime Mystery Drama,65754,rape journalist based on novel journalism hacker,en,47.651083,14-12-2011,232617430,158,7.2,Daniel Craig Rooney Mara Christopher Plummer Goran Visnjic Stellan Skarsg\u00e5rd,90000000
Die Hard: With a Vengeance,Action Thriller,1572,bomb taxi riddle robbery detective,en,51.881077,19-05-1995,366101666,128,6.9,Bruce Willis Jeremy Irons Samuel L. Jackson Graham Greene Colleen Camp,90000000
Sherlock Holmes,Action Adventure Crime Mystery,10528,detective scotland yard coffin black magic arrest,en,57.834787,23-12-2009,524028679,128,7,Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie Marsan,90000000
Ben-Hur,Drama,271969,betrayal vengeance,en,29.608322,17-08-2016,94061311,125,5.3,Jack Huston Toby Kebbell Rodrigo Santoro Nazanin Boniadi Ayelet Zurer,100000000
Atlantis: The Lost Empire,Animation Family Adventure Science Fiction,10865,sea atlantis animation underwater sea monster,en,51.548589,02-06-2001,186053725,95,6.7,Michael J. Fox Corey Burton Claudia Christian James Garner John Mahoney,120000000
Alvin and the Chipmunks: The Road Chip,Adventure Animation Comedy Family,258509,chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger,en,27.867368,17-12-2015,233755553,92,5.8,Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartney,0
Valkyrie,Drama Thriller History War,2253,berlin suicide bomb assassination resistance,en,38.832842,25-12-2008,200276000,121,6.7,Tom Cruise Carice van Houten Kenneth Branagh Bill Nighy Terence Stamp,75000000
You Don't Mess with the Zohan,Comedy Action,10661,new york israel middle east hairdresser ladykiller,en,40.597344,05-06-2008,201596308,113,5.5,Adam Sandler John Turturro Emmanuelle Chriqui Nick Swardson Lainie Kazan,90000000
Pixels,Action Comedy Science Fiction,257344,video game nerd alien attack 3d pixels,en,140.849495,16-07-2015,243637091,105,5.6,Adam Sandler Michelle Monaghan Peter Dinklage Josh Gad Kevin James,88000000
A.I. Artificial Intelligence,Drama Science Fiction Adventure,644,artificial intelligence prophecy prostitute android loss of mother,en,34.035114,29-06-2001,235926552,146,6.8,Haley Joel Osment Frances O'Connor Sam Robards Jake Thomas Jude Law,100000000
The Haunted Mansion,Thriller Fantasy Comedy Family Mystery,10756,secret passage magic estate agent haunted house family vacation,en,16.302378,25-11-2003,182290266,99,5.2,Eddie Murphy Terence Stamp Nathaniel Parker Marsha Thomason Jennifer Tilly,90000000
Contact,Drama Science Fiction Mystery,686,based on novel nasa new mexico extraterrestrial technology prime number,en,55.249434,11-07-1997,171120329,150,7.2,Jodie Foster Matthew McConaughey James Woods John Hurt Tom Skerritt,90000000
Hollow Man,Action Science Fiction Thriller,9383,killing human experimentation scientist invisible man science experiment,en,28.200874,04-08-2000,190213455,112,5.6,Kevin Bacon Elisabeth Shue Josh Brolin Kim Dickens Rhona Mitra,95000000
The Interpreter,Crime Thriller,179,new york dictator africa destruction of a civilization assassination,en,18.69984,08-04-2005,162944923,128,6.2,Nicole Kidman Sean Penn Catherine Keener Jesper Christensen Yvan Attal,80000000
Percy Jackson: Sea of Monsters,Adventure Family Fantasy,76285,poison hermes poseidon demigod golden fleece,en,40.262261,07-08-2013,174578751,106,5.9,Logan Lerman Alexandra Daddario Douglas Smith Leven Rambin Brandon T. Jackson,90000000
Lara Croft Tomb Raider: The Cradle of Life,Action Adventure Fantasy Thriller,1996,riddle treasure medallion kenia alexander the great,en,56.811056,21-07-2003,156505388,117,5.5,Angelina Jolie Gerard Butler Noah Taylor Djimon Hounsou Til Schweiger,95000000
Now You See Me 2,Action Adventure Comedy Crime Mystery,291805,london england china magic secret society vigilante,en,51.535701,02-06-2016,334901337,129,6.7,Jesse Eisenberg Woody Harrelson Mark Ruffalo Dave Franco Morgan Freeman,90000000
The Saint,Thriller Action Romance Science Fiction Adventure,10003,berlin russia gas master thief the saint,en,20.913852,03-04-1997,118063304,116,5.9,Val Kilmer Elisabeth Shue Rade Serbedzija Henry Goodman Alun Armstrong,68000000
Spy Game,Action Crime Thriller,1535,spy china cia cold war,en,27.166757,18-11-2001,143049560,126,6.8,Robert Redford Brad Pitt Catherine McCormack Stephen Dillane Larry Bryggman,92000000
Mission to Mars,Science Fiction,2067,mars spacecraft space travel alien long take,en,16.058284,10-03-2000,60874615,114,5.7,Gary Sinise Tim Robbins Don Cheadle Connie Nielsen Jerry O'Connell,90000000
Rio,Animation Adventure Comedy Family,46195,brazil pet bird musical canary,en,46.200042,03-04-2011,484635760,96,6.5,Jesse Eisenberg Anne Hathaway Leslie Mann Jane Lynch Will.i.am,90000000
Bicentennial Man,Comedy Science Fiction,2277,android hologram freedom futuristic robot,en,24.939295,17-12-1999,93700000,131,6.9,Robin Williams Sam Neill Embeth Davidtz Oliver Platt Kiersten Warren,100000000
Volcano,Science Fiction Action Drama Thriller,10357,subway lava volcano volcanologist los angeles,en,19.836124,25-04-1997,0,104,5.2,Tommy Lee Jones Anne Heche Gaby Hoffmann Don Cheadle Joshua Fardon,90000000
The Devil's Own,Crime Thriller Drama,4477,new york terrorist anonymity northern ireland,en,15.350451,12-03-1997,140807547,107,5.9,Harrison Ford Brad Pitt Margaret Colin Rub\u00e9n Blades Treat Williams,90000000
K-19: The Widowmaker,Drama History Thriller,8665,submarine soviet union core melt north atlantic nuclear,en,15.625949,19-07-2002,35168966,138,6.1,Harrison Ford Liam Neeson Peter Sarsgaard Joss Ackland John Shrapnel,100000000
Conan the Barbarian,Adventure Fantasy Action,9387,gladiator repayment despot barbarian sword and sorcery,en,31.802807,02-04-1982,79114085,129,6.6,Arnold Schwarzenegger James Earl Jones Max von Sydow Sandahl Bergman Cassandra Gava,20000000
Cinderella Man,Romance Drama History,921,transporter netherlands world cup socially deprived family family's daily life,en,24.100863,02-06-2005,108539911,144,7.3,Russell Crowe Ren\u00e9e Zellweger Paul Giamatti Craig Bierko Paddy Considine,88000000
The Nutcracker: The Untold Story,Fantasy Action Family,49852,,en,3.593349,24-11-2010,16178959,110,5.4,Elle Fanning Nathan Lane John Turturro Frances de la Tour Charlie Rowe,90000000
Seabiscuit,Drama History,4464,horse race american dream racehorse great depression,en,14.824166,22-07-2003,148336445,141,6.7,Jeff Bridges David McCullough Chris Cooper Tobey Maguire Elizabeth Banks,87000000
Twister,Action Adventure Drama,664,wife husband relationship tornado twister oklahoma metereologist,en,32.079995,10-05-1996,494471524,113,6.1,Helen Hunt Bill Paxton Cary Elwes Jami Gertz Philip Seymour Hoffman,92000000
Cast Away,Adventure Drama,8358,exotic island suicide attempt volleyball loneliness airplane crash,en,57.739713,22-12-2000,429632142,143,7.5,Tom Hanks Helen Hunt Chris Noth Paul Sanchez Lari White,90000000
Happy Feet,Animation Comedy,9836,ocean fish zoo penguin tap dancing,en,37.272385,16-11-2006,384335608,108,5.9,Elijah Wood Robin Williams Brittany Murphy Hugh Jackman Nicole Kidman,100000000
The Bourne Supremacy,Action Drama Thriller,2502,berlin assassin based on novel amnesia sniper,en,53.213931,23-07-2004,288500217,108,7.2,Matt Damon Franka Potente Brian Cox Julia Stiles Karl Urban,75000000
Air Force One,Action Thriller,9772,prison corruption journalist white house hostage,en,36.38795,25-07-1997,315156409,124,6.2,Harrison Ford Gary Oldman Glenn Close Wendy Crewson William H. Macy,85000000
Ocean's Eleven,Thriller Crime,161,prison pickpocket strip club con artist atlantic city,en,60.929352,07-12-2001,450717150,116,7.2,George Clooney Brad Pitt Matt Damon Andy Garc\u00eda Julia Roberts,85000000
The Three Musketeers,Adventure Action Thriller,52451,number in title historical fiction musketeer 17th century 3d,en,36.605246,31-08-2011,132274484,110,5.6,Milla Jovovich Orlando Bloom Logan Lerman Ray Stevenson Matthew Macfadyen,75000000
Hotel Transylvania,Animation Comedy Family Fantasy,76492,witch magic mummy vampire dracula,en,56.257411,20-09-2012,358375603,91,6.8,Adam Sandler Steve Buscemi David Spade Kevin James Selena Gomez,85000000
Enchanted,Comedy Family Fantasy Romance,4523,poison queen fairy tale musical princess,en,29.21998,20-11-2007,340487652,107,6.6,Amy Adams Patrick Dempsey James Marsden Timothy Spall Rachel Covey,85000000
Safe House,Action Thriller,59961,cia violence safe house rogue agent cape town south africa,en,34.773106,09-02-2012,208076205,115,6.3,Denzel Washington Ryan Reynolds Vera Farmiga Joel Kinnaman Brendan Gleeson,85000000
102 Dalmatians,Comedy Family,10481,london england prison release from prison women's prison society for the prevention of cruelty to animals,en,9.895061,07-10-2000,183611771,100,5.1,Glenn Close Ioan Gruffudd Alice Evans Tim McInnerny G\u00e9rard Depardieu,85000000
Tower Heist,Action Comedy,59108,skyscraper thanksgiving billionaire parade fbi agent,en,36.743324,02-11-2011,152930623,104,5.8,Ben Stiller Eddie Murphy Casey Affleck Alan Alda Matthew Broderick,75000000
The Holiday,Comedy Romance,1581,holiday london england film making christmas party country house,en,44.967453,08-12-2006,194168700,136,6.7,Cameron Diaz Kate Winslet Jude Law Jack Black Eli Wallach,85000000
Enemy of the State,Action Drama Thriller,9798,corruption washington d.c. helicopter falsely accused identity,en,41.207568,20-11-1998,250649836,132,6.7,Will Smith Gene Hackman Jon Voight Regina King Ian Hart,90000000
It's Complicated,Comedy Romance,22897,graduation ex husband woman director,en,16.479851,23-12-2009,219103655,121,6.2,Meryl Streep Alec Baldwin Steve Martin John Krasinski Lake Bell,85000000
Ocean's Thirteen,Crime Thriller,298,casino thief revenge heist las vegas,en,42.069993,07-06-2007,311312624,122,6.5,George Clooney Brad Pitt Matt Damon Al Pacino Bernie Mac,85000000
Open Season,Adventure Animation Family,7484,hunter mountains garage grizzly bear bunny,en,26.61951,29-09-2006,197309027,83,6.1,Martin Lawrence Ashton Kutcher Gary Sinise Debra Messing Billy Connolly,85000000
Divergent,Adventure Action Science Fiction,157350,based on novel dystopia youth dystopic future caste system,en,80.316463,14-03-2014,288747895,139,6.9,Shailene Woodley Theo James Kate Winslet Miles Teller Ray Stevenson,85000000
Enemy at the Gates,War,853,winter sniper world war ii stalingrad,en,41.273567,13-03-2001,96976270,131,7.2,Jude Law Rachel Weisz Ed Harris Joseph Fiennes Bob Hoskins,68000000
The Rundown,Adventure Action Comedy Thriller,10159,hunter bounty bounty hunter fight amazon,en,24.107835,26-09-2003,80916492,104,6.4,"Dwayne Johnson Seann William Scott Rosario Dawson Christopher Walken Ernie Reyes, Jr.",85000000
Last Action Hero,Adventure Fantasy Action Comedy Family,9593,magic movie in movie spoof magical object cartoon cat,en,32.044191,18-06-1993,137298489,130,6.1,Arnold Schwarzenegger F. Murray Abraham Art Carney Charles Dance Frank McRae,85000000
Memoirs of a Geisha,Drama History Romance,1904,japan prostitute sister sister relationship brothel world war ii,en,16.595874,06-12-2005,162242962,145,7.3,Zhang Ziyi Gong Li Youki Kudoh Tsai Chin Suzuka Ohgo,85000000
The Fast and the Furious: Tokyo Drift,Action Crime Drama Thriller,9615,car race car journey car mechanic auto car garage,en,8.282876,03-06-2006,158468292,104,6.1,Lucas Black Nathalie Kelley Sung Kang Shad Moss Brian Tee,85000000
Arthur Christmas,Drama Animation Family Comedy,51052,holiday santa claus duringcreditsstinger woman director christmas,en,19.83683,22-02-2011,0,97,6.7,James McAvoy Hugh Laurie Bill Nighy Jim Broadbent Imelda Staunton,0
Meet Joe Black,Fantasy Drama Mystery,297,life and death love at first sight broken engagement fireworks religion and supernatural,en,36.069611,12-11-1998,142940100,178,6.9,Brad Pitt Anthony Hopkins Claire Forlani Jeffrey Tambor Marcia Gay Harden,90000000
Collateral Damage,Action Thriller Drama,9884,terrorist fbi colombia firemen revenge,en,18.827753,06-02-2002,78382433,108,5.5,Arnold Schwarzenegger Francesca Neri Elias Koteas Cliff Curtis John Turturro,85000000
All That Jazz,Drama Music,16858,show business film making tap dancing movie in movie divorce,en,5.159407,20-12-1979,37823676,123,7.3,Roy Scheider Jessica Lange Leland Palmer Ann Reinking Ben Vereen,0
